site.name,depth,age,age.old,age.young,date.type,calendar.ybp,lat,long,dataset,AMBROSIA,APIACEAE,ARTEMISIA,ASTERCICHO,ASTERX,CHENOAMX,CUPRESSA,CYPERACE,ERIOGONUM,FABACEAE,LAMIACEAE,Other,PINUSX,POACEAE,POLYPOD,QUERCUS,SELAGINE,ABIES,ACNEGUNA,ACSACRUM,ALNUSX,ARCEUTHOBI,BETULA,BRASSICACEAE,CARYA,CASTANEA,CORYLUS,EPHEDRA,FRAXNIGR,FRAXPNAM,IVA,JUGLANSX,JUGNIGRA,LARIXPSEU,MYRICACX,OSTRYCAR,PICEAX,PLANTAGINX,PLATANUS,POLYGONAX,POPULUS,ROSACEAX,RUMEX,SALIX,SARCOBATUS,THALICTRUM,TILIA,TSUGAX,ULMUS,URTICACX,XANTHIUM,ACERX,ALRUGOSA,CARYOPHYLL,ERICACEX,EUPHORB,FAGUS,FRAXINUX,NYSSA,RUBIACEAE,SANGUI,SHEPHERDIA,LILIACEAE,ONAGRACEAE,POLYGONMX,RANUNCUL,BORAGINACEAE,CORNUS,TAXUS,CACTACEAE,CAMPANULACEA,RHAMNACEAE,CAPRIFOLIA,POLEMONI,SCROPHUL,CHRYSOLEP,TSUGMERT,ACRUBRUM,MALVACEAE,PEDICULARI,RUBUS,ALNUS,LIQUIDAM,ACSACNUM,RUMEOXYR,ERIVACCI,ELAEAGNX,PROSOPIS,DRYAS,DODECATH,TSUGHETE,POLYGVIV,POLYGBIS,ERICALES,TAXODIUM,AQUIFOLI,ACPENSYL,ARMERIA,PICMARIA,ALRUBRA,pollensum,ambrosia.proportion,artemisia.proportion,ambtoart,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
Ziebell Lake,125,307,NA,NA,Calendar years BP,307,46.05545,-95.26345,12012,13,0,7,0,8,3,0,16,0,2,1,11,16,41,0,108,0,0,0,3,0,0,51,0,0,0,10,0,4,8,0,0,0,0,0,38,0,0,1,0,2,0,0,4,0,2,2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0.035326087,0.019021739,1.857142857,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Ziebell Lake,145,361,NA,NA,Calendar years BP,361,46.05545,-95.26345,12012,10,0,27,0,8,2,0,17,0,2,0,5,32,40,0,94,0,0,0,1,1,0,14,0,0,0,4,0,5,3,0,0,0,0,0,16,1.5,0,0,0,5,0,0,5,0,0,7,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.5,0.032310178,0.08723748,0.37037037,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Ziebell Lake,165,415,NA,NA,Calendar years BP,415,46.05545,-95.26345,12012,19,1,23,0,9,4,0,21,0,3,0,11,32.5,39,0,130,0,0,0,0,1,0,21,0,0,0,3,0,4,10,1,0,1,0,0,11,1,0,0,0,1,1,0,7,1,2,21,0,8,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.5,0.047919294,0.058007566,0.826086957,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Ziebell Lake,175,442,NA,NA,Calendar years BP,442,46.05545,-95.26345,12012,11,0,17,0,7,7,0,12,0,1,0,5,21.5,39,0,111,0,0,0,0,2,0,7,0,0,0,1,0,0,5,0,0,0,0,0,7,2,0,0,0,1,0,0,1,1,0,10,0,7,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.5,0.03812825,0.058925477,0.647058824,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Ziebell Lake,190,483,NA,NA,Calendar years BP,483,46.05545,-95.26345,12012,13,0,30,0,13,4,0,11,0,2,0,18,16.5,43,0,131,0,0,0,0,2,0,20,0,0,0,11,0,0,5,0,0,0,0,0,4,0,0,3,0,2,0,0,4,0,1,8,0,5,1,0,0,12,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.5,0.035763411,0.082530949,0.433333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Mud Lake,165,263,NA,NA,Calendar years BP,263,45.8576,-95.4609,12013,38,0,25,0,8,1,0,53,0,0,0,21,34.5,52,0,116,0,0,0,0,0,0,39,0,1,0,14,0,0,2,2,0,0,0,0,26,1,0,1,0,7,2,0,2,1,0,8,0,7,0,1,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.5,0.08042328,0.052910053,1.52,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Mud Lake,170,272,NA,NA,Calendar years BP,272,45.8576,-95.4609,12013,30,0,22,0,2,3,0,20,0,0,0,7,33.5,23,0,109,0,0,0,5,1,0,30,0,1,0,10,0,2,2,0,1,0,1,0,26,1,0,4,0,8,0,0,1,1,3,2,0,8,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.5,0.083217753,0.061026352,1.363636364,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Mud Lake,175,281,NA,NA,Calendar years BP,281,45.8576,-95.4609,12013,11,0,18,0,7,2,0,21,0,0,0,8,24,17,0,135,0,0,0,0,2,0,40,0,1,0,5,0,1,1,0,0,1,0,0,10,0,0,2,0,4,0,0,1,0,0,7,0,8,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0.033333333,0.054545455,0.611111111,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Mud Lake,190,308,NA,NA,Calendar years BP,308,45.8576,-95.4609,12013,13,0,14,0,7,3,0,37,0,2,0,12,21.5,37,0,81,0,0,0,2,0,0,19,0,0,0,10,0,1,6,0,0,0,0,0,21,1,0,3,0,2,0,1,5,1,2,11,0,7,0,3,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5,0.039097744,0.042105263,0.928571429,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Mud Lake,200,326,NA,NA,Calendar years BP,326,45.8576,-95.4609,12013,6,0,20,0,5,2,0,12,0,1,0,8,26,27,0,79,0,0,0,3,1,0,22,0,0,0,2,0,2,1,0,0,0,0,0,17,0,0,0,0,3,0,0,1,2,1,3,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0.023346304,0.077821012,0.3,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,95,255,NA,NA,Calendar years BP,255,45.81725,-95.34235,12015,26,0,18,0,5,3,2,19,0,0,0,8,32,38,0,91,0,0,0,1,0,0,22,0,1,0,10,0,4,1,0,0,0,0,0,21,3,0,4,0,1,0,1,3,2,0,5,0,9,1,0,2,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0.075144509,0.052023121,1.444444444,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,100,270,NA,NA,Calendar years BP,270,45.81725,-95.34235,12015,52,0,37,0,14,2,0,17,0,3,0,14,66.5,73,0,130,0,0,0,3,1,0,39,0,0,0,12,0,4,1,1,0,0,0,0,23,1.5,0,1,0,6,0,0,3,1,3,6,0,6,1,0,0,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0.097744361,0.069548872,1.405405405,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,110,300,NA,NA,Calendar years BP,300,45.81725,-95.34235,12015,44,0,37,0,21,7,0,26,0,3,0,18,106.5,88,0,124,0,0,0,3,1,0,50,0,0,0,14,1,3,3,5,0,0,0,0,34,6,1,6,0,10,0,1,9,1,1,6,2,11,1,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661.5,0.066515495,0.055933485,1.189189189,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,115,315,NA,NA,Calendar years BP,315,45.81725,-95.34235,12015,32,0,36,0,17,5,0,33,0,1,0,6,70,67,0,73,0,0,0,1,2,0,25,0,0,0,6,1,0,1,0,0,1,0,0,17,1.5,1,2,0,0,0,1,4,1,1,7,2,8,1,1,1,12,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.5,0.072644722,0.081725312,0.888888889,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,120,330,NA,NA,Calendar years BP,330,45.81725,-95.34235,12015,48,1,31,1,9,5,0,26,0,0,0,15,59.5,54,0,75,0,0,0,1,0,0,30,0,1,0,8,0,2,1,2,1,0,0,0,15,4.5,0,0,0,5,0,0,5,0,1,3,0,8,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0.113744076,0.073459716,1.548387097,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,130,360,NA,NA,Calendar years BP,360,45.81725,-95.34235,12015,21,0,19,0,8,8,0,28,0,2,0,7,41.5,57,0,48,0,0,0,0,0,0,23,0,2,0,8,0,0,1,1,0,0,0,0,6,5.5,0,1,0,1,0,0,6,2,2,0,0,6,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0.067092652,0.060702875,1.105263158,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,135,375,NA,NA,Calendar years BP,375,45.81725,-95.34235,12015,30,0,40,0,19,6,0,45,0,5,0,10,88.5,77,0,73,0,0,0,3,0,0,19,0,0,0,4,0,2,3,1,0,0,0,0,10,5,0,3,0,1,0,0,8,3,0,3,0,8,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.5,0.062176166,0.082901554,0.75,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,140,390,NA,NA,Calendar years BP,390,45.81725,-95.34235,12015,11,0,19,0,6,5,1,21,0,0,0,6,52.5,53,0,36,0,0,0,0,1,0,15,0,1,0,0,0,1,0,0,0,0,0,0,4,6.5,0,0,0,0,0,0,2,0,2,3,1,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0.042145594,0.072796935,0.578947368,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,150,420,NA,NA,Calendar years BP,420,45.81725,-95.34235,12015,25,1,40,0,19,12,0,27,0,1,0,11,76.5,88,0,70,0,0,0,0,0,0,25,0,0,0,5,1,0,0,0,1,0,0,0,21,1.5,0,2,0,3,0,0,4,1,2,2,0,3,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0.054347826,0.086956522,0.625,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,165,465,NA,NA,Calendar years BP,465,45.81725,-95.34235,12015,27,0,32,0,10,3,1,26,0,0,0,9,61,57,0,60,0,0,0,1,0,0,15,0,0,0,6,0,3,1,0,0,0,0,0,10,2.5,0,1,0,1,0,1,3,0,0,2,0,4,1,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.5,0.07703281,0.091298146,0.84375,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Union Lake,170,480,NA,NA,Calendar years BP,480,45.81725,-95.34235,12015,25,0,59,0,21,9,0,36,0,2,0,14,88.5,85,0,80,0,0,0,1,0,0,31,1,0,0,6,0,2,0,0,0,0,0,0,17,3.5,0,0,0,6,0,0,5,1,2,4,0,8,0,2,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0.048169557,0.113680154,0.423728814,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Everhart Lake,90,253,NA,NA,Calendar years BP,253,43.6176,-93.43875,12024,21,1,16,0,12,3,1,37,0,1,0,45.5,15.5,37,0,134.5,0,0,0,1,1,0,11,0,0,0,1,1,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.5,0.057931034,0.044137931,1.3125,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Everhart Lake,110,316,NA,NA,Calendar years BP,316,43.6176,-93.43875,12024,25,1,14,0,15,19,0,46,0,3,0,110,22,58,0,141.5,0,0,0,1,2,0,4,0,1,0,2,1,2,1,1,0,0,0,0,4,0.5,0,3,0,0,0,0,0,0,3,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0.051020408,0.028571429,1.785714286,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Everhart Lake,125,363,NA,NA,Calendar years BP,363,43.6176,-93.43875,12024,7,0,4,0,7,4,0,16,0,1,0,15,7.5,47,0,86,0,0,0,2,1,0,2,0,4,0,0,0,2,2,1,2,2,0,0,9,0,0,1,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.5,0.030368764,0.017353579,1.75,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Sharkey Lake,1590.5,338,547,160,Calibrated radiocarbon years BP,338,44.5924,-93.4132,13029,62,0,10,0,8,3,1,8,0,0,0,21,40.5,23,11,106,0,0,0,3,1,0,31,0,2,0,3,0,0,0,0,1,0,0,0,9,2.5,0,3,0,0,0,0,1,0,0,15,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0.165775401,0.026737968,6.2,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Kimble Pond,1935.5,434,764,178,Calibrated radiocarbon years BP,434,44.21895,-93.84015,13032,26,0,15,0,4,2,0,15,0,0,0,6,20.5,22,0,317,0,0,0,0,2,0,11,0,14,0,8,0,0,0,0,1,0,0,0,23,0,0,3,0,2,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.5,0.049476689,0.028544244,1.733333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Camp Lake,100,313,NA,NA,Calendar years BP,313,45.40595,-95.39015,13057,49,1,27,0,18,5,5,25,0,0,0,25,32.5,77,0,107,0,0.5,3,0,4,0,15,0,2,0,7,0,2,3,1,0,0,0,0,5,0,0,1,0,1,0,0,7,3,0,5,0,2,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0.109865471,0.060538117,1.814814815,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Camp Lake,120,381,NA,NA,Calendar years BP,381,45.40595,-95.39015,13057,19,1,41,0,21,9,5,33,0,0,0,23,34.5,58,0,71,0,0,1,0,4,0,11,0,1,0,0,0,1,2,0,0,1,0,0,12,0.5,0,3,0,0,1,0,8,2,1,2,0,5,3,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0.049479167,0.106770833,0.463414634,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Adeline Lake,37.5,260,381,155,Calibrated radiocarbon years BP,260,46.30235,-91.166,13060,8,0,11,0,3,2,3,5,0,0,0,9,355,6,0,41,0,5,0,5,16,0,113,0,1,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,9,1,0,0,0,0,1,16,13,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0.01236476,0.017001546,0.727272727,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Adeline Lake,40.5,320,433,202,Calibrated radiocarbon years BP,320,46.30235,-91.166,13060,12,0,13,0,2,4,1,3,0,0,0,12,368,7,0,25,0,5,0,9,20,0,105,0,0,0,3,0,0,0,0,0,0,1,2,5,9,0,0,0,5,0,0,0,0,0,0,31,6,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0.018181818,0.01969697,0.923076923,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Adeline Lake,43.5,390,495,293,Calibrated radiocarbon years BP,390,46.30235,-91.166,13060,5,0,7,0,1,1,7,0,0,0,0,5,247,2,0,29,0,1,0,6,14,1,157,0,0,0,8,0,0,0,0,1,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,10,13,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0.009380863,0.013133208,0.714285714,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Adeline Lake,46.5,465,622,329,Calibrated radiocarbon years BP,465,46.30235,-91.166,13060,9,0,8,0,0,0,0,3,0,0,0,10,239,1,0,38,0,0,0,5,17,0,164,0,0,0,7,0,0,0,1,0,0,0,0,2,5,0,0,0,14,0,0,0,0,0,1,1,18,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0.01618705,0.014388489,1.125,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Elevenses Lake,41.5,371,488,240,Calibrated radiocarbon years BP,371,46.3815,-91.4935,13069,2,0,3,0,1,0,2,1,0,0,0,4,117,3,0,8,0,3,0,1,7,0,33,0,0,0,1,0,0,0,0,1,0,0,0,5,5,0,1,0,3,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0.009389671,0.014084507,0.666666667,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Elevenses Lake,47.5,451,545,343,Calibrated radiocarbon years BP,451,46.3815,-91.4935,13069,3,0,3,0,3,2,3,2,0,0,0,3,343,2,0,19,0,0,0,2,10,0,40,0,0,0,1,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0.006410256,0.006410256,1,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Eska Lake,35.5,303,438,171,Calibrated radiocarbon years BP,303,45.19145,-90.608,13071,5,0,6,0,2,2,1,2,0,0,0,13,128,2,0,37,0,3,0,8,10,0,125,0,1,0,0,0,0,0,0,2,0,2,0,4,3,0,0,0,1,0,0,1,0,0,2,141,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0.009784736,0.011741683,0.833333333,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Eska Lake,41.5,366,495,233,Calibrated radiocarbon years BP,366,45.19145,-90.608,13071,2,0,7,0,1,1,1,3,0,0,0,14,184,3,0,11,0,4,0,12,11,0,109,0,0,0,4,0,0,0,1,0,0,4,0,6,0,0,0,0,17,0,0,1,0,0,3,136,8,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0.003636364,0.012727273,0.285714286,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Eska Lake,47.5,427,552,293,Calibrated radiocarbon years BP,427,45.19145,-90.608,13071,6,0,7,0,3,1,0,2,0,0,0,17,125,2,0,20,0,1,0,4,14,0,143,0,2,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,6,0,0,0,0,0,4,114,9,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0.012121212,0.014141414,0.857142857,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
