".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"65","Brighm25",0,NA,NA,NA,NA,43.05,-89.87,65,NA,NA,34,NA,NA,4,6,14,3,1,NA,NA,1,NA,NA,9,NA,NA,NA,NA,4,1,14,NA,NA,35,NA,NA,93,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"102","Site 32 (Swain unpublished)",0,NA,NA,NA,NA,46.22,-91.8,102,NA,NA,21,NA,8,3,39,NA,3,2,3,NA,2,NA,NA,1,NA,NA,NA,NA,7,3,258,NA,NA,6,NA,NA,40,NA,NA,1,6,2,25,NA,6,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"648","Site 69 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,29.93,-94.28,648,1,NA,1,1,NA,6,NA,NA,2,NA,9,NA,6,4,1,NA,NA,4,NA,NA,2,5,251,NA,NA,6,NA,NA,30,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"917","GMM104",0,NA,NA,NA,NA,53.933333,-111.333333,917,NA,NA,NA,NA,70,5,62,NA,5,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,197,NA,NA,25,NA,3,NA,NA,NA,18,NA,1,15,NA,118,NA,3,5,NA,2,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"946","Lake Wee-ma-tuk",0,NA,NA,NA,NA,40.55,-90.17,946,NA,NA,95,NA,1,5,1,7,4,1,NA,1,7,NA,NA,3,NA,NA,NA,NA,1,3,2,NA,3,15,NA,NA,136,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1339","JHMS19 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.283333,-105.533333,1339,NA,NA,NA,NA,175,66,NA,NA,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,NA,NA,41,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1351","JHMS30 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,45.066667,-100.35,1351,NA,NA,5,NA,264,14,NA,NA,31,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,171,1,NA,NA,36,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1526","Site 1 (Heide unpublished)",0,NA,NA,NA,NA,47.13,-99.23,1526,NA,NA,14,NA,11,9,NA,NA,94,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,45,NA,NA,3,NA,NA,10,NA,6,1,NA,3,NA,NA,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2275","K6 (Kapp 1965]",0,NA,NA,NA,NA,38.95,-99.33,2275,NA,NA,115,NA,3,179,NA,NA,162,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,11,NA,NA,7,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2531","Marchand Lake",0,NA,NA,NA,NA,49.4335,-96.3763,2531,NA,NA,NA,NA,8,43,29,NA,13,NA,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,100,654,NA,NA,56,NA,NA,4,NA,NA,15,NA,NA,27,NA,77,1,NA,4,NA,NA,NA,8,19,4,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2681","Silver Birch",0,NA,NA,NA,NA,44.598056,-92.027222,2681,NA,NA,91,NA,2,2,47,4,8,NA,4,NA,4,NA,NA,1,NA,NA,NA,NA,2,4,45,NA,NA,21,NA,NA,79,NA,NA,7,17,NA,12,NA,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3534","Pogonia Bog Pond",0,NA,NA,NA,NA,45.03503,-93.6305,3534,NA,10,10,NA,4,1,19,7,6,1,4,NA,NA,2,NA,NA,2,NA,NA,NA,8,81,24,1,1,78,NA,19,55,NA,NA,3,35,NA,5,2,1,3,1,1,NA,NA,1,1,NA,NA,6,NA,11,NA,NA,NA,NA,1,NA,13,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14131","South Fork Dry Blood Creek Reservoir",NA,NA,NA,NA,NA,47.207895,-108.3544,14131,NA,NA,1,NA,121,13.5,1,NA,67,26,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.5,164,NA,NA,74,NA,NA,4,NA,NA,NA,1,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,NA,2,2,NA,NA,NA,NA,NA,NA,13.5,NA,NA,6,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14298","Lake Isabel",NA,-35,NA,NA,1,46.81848,-99.749755,14298,NA,NA,58,NA,85,5,2,NA,106,5,19,NA,1,NA,NA,NA,NA,NA,NA,NA,1,36,54.5,NA,NA,62,NA,NA,6,NA,NA,4,4,NA,1,1,1.5,NA,3,4,NA,NA,NA,NA,NA,NA,5,NA,NA,5,3,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14422","Horseshoe Lake",NA,-35,NA,NA,1,47.84686,-98.783705,14422,NA,NA,31,NA,49,6,8,NA,68,4,15,NA,4,NA,NA,NA,NA,NA,NA,NA,2,51,52,NA,NA,85,NA,NA,38,NA,NA,4,10,1,1,15,4.5,NA,2,8,NA,2,NA,NA,NA,NA,3,1,NA,NA,3,NA,NA,1,NA,2,NA,6,NA,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14438","Coon Lake",NA,-35,NA,NA,1,47.973315,-98.379385,14438,NA,NA,35,1,32,3,6,NA,118,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,114,24.5,NA,NA,54,NA,NA,12,NA,NA,4,2,NA,1,3,NA,NA,3,3,NA,1,NA,1,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19977","Rose Hill",NA,-60,NA,NA,1,44.314775,-98.777025,19977,NA,NA,12,NA,NA,6,NA,NA,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,1.5,NA,NA,15,NA,NA,3,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26369","Coyote Pond",NA,-62,NA,NA,1,36.433,-102.473795,26369,NA,NA,15,NA,2,124,NA,NA,111,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,56,7,21,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"51","Dickey Valley",0,NA,NA,NA,NA,42.62,-90.58,51,NA,NA,53,NA,NA,15,1,5,1,NA,NA,NA,1,NA,NA,12,NA,NA,NA,NA,3,9,4,NA,NA,75,NA,NA,126,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"637","Site 58 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,32.58,-93.2,637,NA,NA,4,NA,NA,14,NA,27,1,6,NA,3,10,6,2,NA,NA,35,2,NA,25,9,101,NA,NA,48,NA,NA,76,NA,NA,1,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2541","Peace Lake",0,NA,NA,NA,NA,49.02,-100.05,2541,NA,NA,NA,NA,154,96,236,NA,48,NA,52,NA,10,NA,NA,4,NA,NA,NA,NA,NA,258,68,NA,NA,80,NA,NA,152,NA,NA,28,8,NA,28,NA,22,NA,NA,8,NA,NA,2,22,10,4,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2680","Dead",0,NA,NA,NA,NA,44.580556,-92.045833,2680,NA,NA,77,NA,1,4,23,2,14,NA,21,NA,1,NA,NA,1,NA,NA,NA,NA,3,4,44,NA,NA,20,NA,NA,43,NA,NA,5,15,1,4,NA,3,NA,NA,NA,3,NA,4,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2737","Montfort",0,NA,NA,NA,NA,42.971667,-90.433056,2737,NA,NA,113,NA,2,1,13,1,8,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,4,8,8,NA,NA,66,NA,NA,82,NA,NA,4,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3767","Stations 87-88 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,51.05,-101.17,3767,NA,NA,NA,NA,42,13,110,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,299,NA,NA,11,NA,NA,4,NA,NA,18,NA,2,58,NA,410,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14192","Unnamed Stock Dam",NA,-37,NA,NA,1,45.38822,-101.584415,14192,NA,NA,32,1,85.5,15,NA,NA,109,10,55.5,NA,NA,NA,1,NA,NA,NA,NA,NA,1,78,29.5,2,NA,71,NA,NA,3,NA,NA,1,2,1,NA,4,1,1,1,2,NA,2,NA,NA,NA,7,4,NA,NA,7,3,NA,NA,NA,NA,1,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14235","Bitter Lake",NA,-35,NA,NA,1,45.28149,-97.30256,14235,NA,NA,97,NA,38.5,15,5,NA,69,1,32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,34,27.5,NA,NA,66,NA,NA,16,NA,NA,1,1,NA,NA,3,2.5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,4,NA,NA,1,NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14248","Bear Butte Lake",NA,-35,NA,NA,1,44.45566,-103.444455,14248,NA,NA,24,NA,20,14,1,NA,77,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,80.5,NA,NA,66,NA,NA,11,NA,NA,2,3,1,1,2,9.5,NA,NA,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14381","Twin Lake",NA,-35,NA,NA,1,47.964595,-99.09891,14381,NA,NA,23,NA,52,6,1,NA,59,2,74,NA,2,NA,NA,NA,NA,NA,NA,NA,2,72,47.5,NA,NA,38,NA,NA,55,NA,NA,1,10,NA,NA,1,5.5,NA,3,4,NA,2,NA,2.5,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14398","Devils Lake, Mission Bay",NA,-35,NA,NA,1,48.01823,-98.886825,14398,NA,NA,9,NA,31,6,5,1,240,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.5,54.5,NA,NA,16,NA,NA,38,NA,NA,3,4,1,NA,6,3,NA,2,3,NA,3,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14420","Byer Pond",NA,-59,NA,NA,1,39.373185,-96.11764,14420,NA,NA,115,NA,1,17,1,6,24,2,23,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,14,25,NA,1,183,NA,NA,43,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,1,7,NA,11,NA,1,NA,NA,NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14439","Moon Lake",NA,-35,NA,NA,1,46.85592,-98.15984,14439,NA,NA,68,NA,49,2,5,NA,90,5,22,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,85,35,NA,NA,94,NA,NA,20,NA,NA,2,11,NA,NA,1,2,NA,4,9,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,5,NA,NA,1,NA,1,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14468","Iron Hills Site 2",NA,-49,NA,NA,1,44.0759583333333,-103.769483333333,14468,NA,NA,6,NA,17.5,23.5,8,NA,9,6,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,277.5,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,3,NA,NA,NA,4,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"19971","Jones Lake",NA,-60,NA,NA,1,44.468855,-98.94849,19971,NA,NA,79,NA,19,12,1,NA,48,NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,159,18.5,41,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26327","St. Jacob's Tank",NA,-62,NA,NA,1,37.241381,-99.980865,26327,NA,NA,24,NA,6,7,NA,1,9,14,8,NA,NA,NA,1,1,NA,NA,NA,NA,NA,28,11,4,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26343","Martin Lake",NA,-62,NA,NA,1,41.816475,-102.524895,26343,NA,NA,21,NA,24,7,2,NA,87,13,52,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,155,86,6,NA,3,NA,NA,8,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26375","Half Boiled Pond",NA,-62,NA,NA,1,35.6218,-99.838425,26375,NA,NA,23,NA,4,20,NA,3,15,26,2,NA,NA,NA,8,23,NA,NA,NA,NA,NA,73,10,4,NA,1,NA,NA,45,NA,NA,2,38,NA,NA,NA,1,NA,2,8,NA,NA,NA,NA,NA,NA,11,NA,NA,1,NA,NA,1,NA,NA,5,2,7,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"119","Site 49 (Swain unpublished)",0,NA,NA,NA,NA,45.57,-92,119,NA,NA,20,NA,1,1,26,NA,2,2,3,NA,7,NA,NA,1,NA,NA,NA,NA,4,5,210,NA,1,4,NA,NA,34,NA,NA,NA,4,1,5,NA,NA,NA,NA,1,1,NA,6,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"652","Site 73 (Delcourt  et al. 1983)",0,NA,NA,NA,NA,29.78,-90.52,652,NA,NA,22,NA,NA,15,NA,1,26,153,24,NA,27,10,3,NA,NA,7,2,NA,NA,14,13,NA,NA,123,NA,2,36,1,NA,29,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1284","JHMN01 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.8,-113.65,1284,NA,NA,NA,NA,9,9,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,13,261,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,8,10,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1304","JHMN21 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.883333,-110.883333,1304,NA,NA,NA,NA,27,1,1,NA,60,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,105,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1308","JHMN25 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.75,-109.616667,1308,NA,NA,NA,NA,61,2,2,NA,56,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,103,NA,NA,83,NA,NA,NA,NA,NA,2,NA,1,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1329","JHMS09 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,42.55,-108.716667,1329,NA,NA,2,NA,157,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,126,1,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
